n:conj:n	yx	X=friend	Y=companion	phrases=friend and companion 
n:prep:IN->of->IN:pobj:n	yx	X=line	Y=policy	phrases=line of our foreign policy 
n:nsubj:n	yx	X=road	Y=track	phrases=road to Sarajevo becomes an earth track 
n:prep:IN->from->IN:pobj:n->ministry->n:nn:n	yx	X=team	Y=defense	phrases=team from the defense 
n:dobj:v<-arrest->v:prep:IN->into->IN:pobj:n	yx	X=people	Y=country	phrases=people suspected of smuggling 150 kilograms of heroin worth 188.6 million US dollars into the country 
n:nn:n<-Myburgh->n:nn:n	yx	X=chief	Y=executive	phrases=chief executive 
n:prep:IN->of->IN:pobj:n->market->n:nn:n	yx	X=part	Y=world	phrases=part of the world 
n:prep:IN->of->IN:pobj:n	yx	X=group	Y=people	phrases=groups of people 
n:prep:IN->from->IN:pobj:JJ->shiite->JJ:conj:n	yx	X=group	Y=community	phrases=groups from the minority Shiite and majority Sunni Moslem communities 
n:nn:n	yx	X=assistant	Y=secretary	phrases=assistant secretary 
n:appos:n->agriculture->n:conj:n	yx	X=field	Y=science	phrases=fields of culture , agriculture , forestry , education and science 
n:nn:n	yx	X=container	Y=vessel	phrases=container vessel 
n:nn:n	yx	X=assistant	Y=secretary	phrases=assistant secretary 
n:prep:IN->of->IN:pobj:n	yx	X=people	Y=nation	phrases=people of the nation 
n:prep:IN->in->IN:pobj:n	yx	X=time	Y=day	phrases=time in five days 
n:prep:IN->of->IN:pobj:n	yx	X=system	Y=government	phrases=system of government 
n:nsubjpass:v<-compose->v:prep:IN->of->IN:pobj:n	yx	X=force	Y=troops	phrases=force would be composed of troops 
n:nn:n	yx	X=container	Y=vessel	phrases=container vessel 
n:nn:n	yx	X=container	Y=vessel	phrases=container vessel 
n:prep:IN->of->IN:pobj:n	yx	X=center	Y=capital	phrases=center of the capital 
n:prep:IN->of->IN:pobj:n	yx	X=people	Y=nation	phrases=people of the nation 
n:conj:n	yx	X=casualty	Y=damage	phrases=casualties or damage 
n:prep:TO->to->TO:pobj:n	yx	X=place	Y=top	phrases=place to the top 
n:prep:TO->to->TO:pobj:n	yx	X=blood	Y=family	phrases=blood to the British royal family 
n:nsubj:v<-change->v:ccomp:v->continue->v:nsubj:n	yx	X=map	Y=transformation	phrases=map of Europe and the former Soviet Union has changed dramatically -LRB- and -RRB- that transformation 
n:prep:IN->of->IN:pobj:n	yx	X=people	Y=nation	phrases=people of the nation 
n:nsubj:v<-return->v:conj:v->make->v:dobj:n	yx	X=coalition	Y=alliance	phrases=coalition could return with the addition of the D66 Liberals , or the Christian Democrats could make an alliance 
n:nsubj:v<-turn->v:conj:v->rule->v:dobj:n	yx	X=meeting	Y=summit	phrases=meeting of the League turned down an Egyptian proposal to send an Arab peacekeeping force to Yemen and it has ruled out any early Arab summit 
n:prep:IN->of->IN:pobj:n	yx	X=announcement	Y=program	phrases=announcement of a program 
n:pobj:IN<-for->IN:conj:IN->for->IN:pobj:n	yx	X=job	Y=position	phrases=jobs but for the white collar positions 
n:prep:IN->of->IN:pobj:n	yx	X=unit	Y=group	phrases=unit of the French banking group 
n:prep:IN->like->IN:pobj:n	yx	X=measure	Y=safeguard	phrases=measures like anti-dumping and anti-subsidy safeguards 
n:pobj:IN<-in<-IN:prep:n<-resident->n:conj:n	yx	X=area	Y=province	phrases=areas , towns and provinces 
n:dobj:v<-prevent->v:xcomp:v->become->v:attr:n	yx	X=country	Y=power	phrases=country becoming a `` steel power 
n:nn:n<-Fahey<-n:nsubj:v<-rescind->v:dobj:n	yx	X=state	Y=order	phrases=state Premier John Fahey to rescind the royal commission order 
n:infmod:v->weed->v:dobj:n->corruption->n:conj:n	yx	X=effort	Y=reform	phrases=efforts to weed out corruption and his reforms 
n:prep:IN->of->IN:pobj:n	yx	X=group	Y=people	phrases=group of people 
n:nn:n<-Company->n:appos:n->Aramco->n:nn:n	yx	X=Arabian	Y=Saudi	phrases=Arabian Oil Company -LRB- Saudi 
n:nsubj:v<-estimate->v:ccomp:v->die->v:nsubj:n	yx	X=group	Y=people	phrases=groups estimate at least 200,000 people 
n:nn:n<-debt<-n:nsubj:v<-approach->v:dobj:n	yx	X=state	Y=level	phrases=state debt is approaching danger levels 
n:nn:n<-debt<-n:nsubj:v<-approach->v:dobj:n	yx	X=state	Y=level	phrases=State debt is approaching danger levels 
n:prep:IN->from->IN:pobj:n->ministry->n:nn:n	yx	X=team	Y=defense	phrases=team from the defense 
n:poss:n<-League->n:nn:n	yx	X=man	Y=World	phrases=men 's volleyball World 
n:prep:IN->of->IN:pobj:n	yx	X=center	Y=capital	phrases=center of the capital 
n:nn:n<-gang<-n:nsubj:v<-make->v:dobj:n	yx	X=crime	Y=attempt	phrases=crime gangs are making systematic attempts 
n:nsubj:v<-try->v:conj:v->remove->v:dobj:n	yx	X=settler	Y=squatter	phrases=settlers from Ofra , north of the town , have also tried to enter and troops removed squatters 
n:infmod:v->try->v:xcomp:v->save->v:dobj:n	yx	X=vessel	Y=ship	phrases=vessel Sunday to try to save the ship 
n:prep:IN->for->IN:pobj:n	yx	X=choice	Y=election	phrases=choice for the presidential elections 
n:partmod:v->lead->v:prep:TO->to->TO:pobj:n	yx	X=part	Y=base	phrases=part of the railway line leading to the base 
n:nsubjpass:v<-gut->v:conj:v->damage->v:nsubjpass:n	yx	X=building	Y=house	phrases=buildings inside the depot compound , which covers six square kilometres -LRB- 2.4 square miles -RRB- were gutted , and houses 
n:prep:IN->from->IN:pobj:n->ministry->n:nn:n	yx	X=team	Y=defense	phrases=team from the defense 
n:prep:IN->of->IN:pobj:n	yx	X=control	Y=base	phrases=control of a key southern base 
n:partmod:v->say->v:ccomp:v->give->v:dobj:n	yx	X=statement	Y=answer	phrases=statement Saturday saying China had not given satisfactory answers 
n:conj:n	yx	X=cake	Y=biscuit	phrases=cakes and biscuits 
n:nsubj:v<-decide->v:xcomp:v->cancel->v:dobj:n	yx	X=company	Y=service	phrases=companies had decided to cancel inaugural London-Orly services 
n:conj:n->force->n:conj:n	yx	X=country	Y=superpower	phrases=country rather than a major force in world politics and a potential third superpower 
n:conj:n	yx	X=food	Y=water	phrases=food nor water 
n:dobj:v<-take->v:prep:IN->on->IN:pobj:n	yx	X=seat	Y=bench	phrases=seats on benches 
n:appos:n->land->n:prep:IN->with->IN:pobj:n	yx	X=earth	Y=soil	phrases=earth , a blessed land , with rich soil 
n:appos:n->Meiring->n:nn:n	yx	X=chief	Y=General	phrases=chief of the defense force , General 
n:prep:IN->of->IN:pobj:n	yx	X=center	Y=capital	phrases=center of the capital 
n:conj:n->sanitation->n:nn:n	yx	X=food	Y=water	phrases=food , water 
n:conj:n	yx	X=building	Y=house	phrases=buildings or rented houses 
n:prep:CC->or->CC:dep:n	yx	X=parrot	Y=kea	phrases=parrots , or keas 
n:appos:n->Sihanouk->n:nn:n	yx	X=monarch	Y=King	phrases=monarch , King 
n:nsubj:v<-want->v:xcomp:v->see->v:dobj:n	yx	X=organization	Y=settlement	phrases=organization `` still wants to see a political settlement 
n:prep:IN->of->IN:pobj:n	yx	X=center	Y=capital	phrases=center of the capital 
n:prep:IN->of->IN:pobj:n	yx	X=control	Y=base	phrases=control of a key southern base 
n:nsubjpass:v<-term->v:xcomp:n	yx	X=film	Y=documentary	phrases=film could be termed a documentary 
n:nsubj:v<-see->v:prep:IN->as->IN:pobj:n	yx	X=government	Y=legislation	phrases=government sees as unfair competition legislation 
n:prep:IN->of->IN:pobj:n	yx	X=outbreak	Y=epidemic	phrases=outbreak of epidemics 
n:prep:IN->of->IN:pobj:n	yx	X=period	Y=year	phrases=period of five to eight years 
n:nsubj:n<-declaration->n:prep:IN->of->IN:pobj:n	yx	X=action	Y=war	phrases=action a declaration of war 
n:dobj:v<-link->v:prep:IN->with->IN:pobj:n	yx	X=status	Y=improvement	phrases=status with China with an improvement 
n:infmod:v->overtake->v:prep:IN->on->IN:pobj:n	yx	X=opportunity	Y=street	phrases=opportunities to overtake on the winding streets 
n:nsubj:v<-decide->v:xcomp:v->cancel->v:dobj:n	yx	X=company	Y=service	phrases=companies had decided to cancel inaugural London-Orly services 
n:prep:IN->of->IN:pobj:n	yx	X=center	Y=capital	phrases=center of the capital 
n:nn:n<-ship->n:conj:n	yx	X=container	Y=vessel	phrases=container ship Ming Fortune , which was carrying dangerous substances including petroleum products and acid , and the Panamanian vessel 
n:conj:n	yx	X=food	Y=water	phrases=food nor water 
n:nsubj:v<-be->v:conj:JJ->serious->JJ:nsubj:n	yx	X=lot	Y=party	phrases=lot of work to do but the two parties 
n:conj:n	yx	X=place	Y=level	phrases=place and level 
n:prep:IN->of->IN:pobj:n	yx	X=time	Y=hour	phrases=time of 2 hours 
n:conj:n<-police->n:conj:n	yx	X=car	Y=van	phrases=cars , three vans 
n:conj:n<-police->n:conj:n	yx	X=car	Y=ambulance	phrases=cars , three vans and an ambulance 
n:nsubjpass:v<-deploy->v:prep:IN->on->IN:pobj:n	yx	X=unit	Y=side	phrases=units from the south and north were deployed on opposite sides 
n:nsubj:v<-be->v:conj:JJ->serious->JJ:nsubj:n	yx	X=lot	Y=party	phrases=lot of work to do but the two parties 
n:prep:IN->on->IN:pobj:n	yx	X=room	Y=floor	phrases=room on the building 's fourth floor 
n:nsubj:n	yx	X=area	Y=scene	phrases=area around Tuzla , a mainly Moslem enclave in northeastern Bosnia , has been the scene 
n:nsubj:n	yx	X=time	Y=hour	phrases=time was 47 hours 
n:prep:IN->on->IN:pobj:n	yx	X=room	Y=floor	phrases=room on the building 's fourth floor 
n:conj:n->part->n:prep:IN->of->IN:pobj:n	yx	X=room	Y=floor	phrases=room on the building 's fourth floor and part of the third floor 
n:nsubj:n	yx	X=area	Y=scene	phrases=area around Tuzla , a mainly Moslem enclave in northeastern Bosnia , has been the scene 
n:prep:IN->of->IN:pobj:n->Corps->n:poss:n	yx	X=service	Y=army	phrases=service of the Bosnian army 
n:nsubj:v<-be->v:conj:JJ->serious->JJ:nsubj:n	yx	X=lot	Y=party	phrases=lot of work to do but the two parties 
n:nn:n<-tournament->n:dep:n	yx	X=golf	Y=round	phrases=golf tournament -LRB- Two rounds 
n:pobj:IN<-over<-IN:prep:v<-plunge->v:tmod:n	yx	X=period	Y=year	phrases=period last year 
n:prep:IN->of->IN:pobj:n	yx	X=group	Y=people	phrases=group of people 
n:conj:n	yx	X=casualty	Y=damage	phrases=casualty and considerable damage 
n:prep:IN->between->IN:pobj:n	yx	X=land	Y=plain	phrases=lands between the coastal plains 
n:infmod:v->introduce->v:dobj:n	zz	X=permission	Y=virus	phrases=permission to introduce the myxoma virus 
n:infmod:v->introduce->v:dobj:n->virus->n:conj:n	zz	X=permission	Y=flea	phrases=permission to introduce the myxoma virus and a carrier flea 
n:infmod:v->introduce->v:prep:IN->as->IN:pobj:n	zz	X=permission	Y=way	phrases=permission to introduce the myxoma virus and a carrier flea as a way 
n:nsubj:n	yx	X=company	Y=Ltd.	phrases=company is Ito-Yokado CO. . Ltd. 
n:conj:n	yx	X=subject	Y=area	phrases=subjects as well as specific areas 
